Account,Text,Date,Compound,Positive,Neutral,Negative
@FoxNews,RT @FoxBusiness: Matt Lauer could lose $9M New Zealand ranch due to 'good character' clause https://t.co/48uCLydm1s,12/11/17,0.052,0.148,0.714,0.138
@FoxNews,'Jaws' spotted? Massive great white shark sighted off Australian coast https://t.co/W6uDNEjKfw,12/11/17,0.625,0.291,0.709,0.0
@FoxNews,"Port Authority explosion suspect: What we know about Akayed Ullah
https://t.co/FELXuKFVsh",12/11/17,-0.226,0.104,0.72,0.176
@FoxNews,Tragedy as famous daredevil climber plunges to death from well-known skyscraper https://t.co/pkO5HKZLfT,12/11/17,-0.832,0.08,0.479,0.441
@FoxNews,RT @FoxBusiness: #BreakingNews:  The Dow Jones Industrial Average and S&amp;P 500 close at record highs. This is the 66th record close for the…,12/11/17,0.0,0.0,1.0,0.0
@FoxNews,"Chain migration responsible for NYC terror suspect's entry: White House - via @brookefoxnews
https://t.co/cJCDs5EdDV",12/11/17,-0.273,0.138,0.659,0.204
@FoxNews,Mike Huckabee: Chelsea Handler's 'Vicious Attacks' Are Beginning to Backfire https://t.co/8aVWEhM2Dr,12/11/17,-0.66,0.0,0.625,0.375
@FoxNews,Concealed-carry bill backers brace for Senate fight https://t.co/CZwauEuqcx,12/11/17,-0.382,0.0,0.729,0.271
@FoxNews,".@POTUS signs a new directive on space policy: ""This is very exciting and very important for our country."" https://t.co/H9bE3un9R3",12/11/17,0.679,0.259,0.741,0.0
@FoxNews,".@VP Pence on @POTUS space directive: ""You're ensuring, Mr. President, that America will lead in space in the futur… https://t.co/ODoCjnfUNV",12/11/17,0.273,0.1,0.9,0.0
@FoxNews,"North Dakota woman, 38, pleads guilty to brutal 'womb raider' murder of pregnant woman, 22, to steal baby  https://t.co/RccmdZ3po0",12/11/17,-0.941,0.0,0.503,0.497
@FoxNews,.@MakeAWishAust? partnered with the @Australian_Navy to help make this 12-year-old boy's dream come true! https://t.co/2R3rOn0pTE,12/11/17,0.778,0.394,0.606,0.0
@FoxNews,.@PressSec: “@POTUS is aggressively going to continue to push forth responsible immigration reform.” https://t.co/JnkCtTCPoH,12/11/17,0.0,0.139,0.723,0.139
@FoxNews,.@PressSec: “This attack underscores the need for Congress to work with the president on immigration reforms that e… https://t.co/5N7mofvLx2,12/11/17,-0.477,0.0,0.853,0.147
@FoxNews,Corey Feldman plays lost 1993 audio tape where he names alleged Hollywood sex predator https://t.co/tfpuwQnIlb,12/11/17,-0.077,0.116,0.751,0.133
@FoxNews,Southwest passenger threatens to 'kill everybody' on plane after being caught smoking https://t.co/21I3uysqrx,12/11/17,-0.807,0.0,0.601,0.399
@FoxNews,".@RepDougCollins on tax reform: “At the end of the day, we’re going to have something that’s actually going to give… https://t.co/CJ1KYhGuuB",12/11/17,0.0,0.0,1.0,0.0
@FoxNews,"Pentagon plans to allow transgender people to enlist in the military starting Jan. 1, officials confirmed to Fox Ne… https://t.co/SYjgs1vPVE",12/11/17,0.226,0.091,0.909,0.0
@FoxNews,Fried-chicken loving thief arrested after returning to scene of crime https://t.co/m6Zh9Wybt3,12/11/17,-0.727,0.187,0.335,0.478
@FoxNews,Boy battling brain tumor gets special tour of John Deere factory https://t.co/oPdIFeIUiR,12/11/17,-0.25,0.165,0.549,0.287
@FoxNews,Democratic Senate candidate Doug Jones holds a 10-point lead over Republican Roy Moore among likely voters in Alaba… https://t.co/ngLziDJX1J,12/11/17,0.0,0.0,1.0,0.0
@FoxNews,"Trump accusers band together, seek congressional probe of 'sexual misconduct' - via @brookefoxnews
https://t.co/3aJOAMPSjW",12/11/17,0.0,0.0,1.0,0.0
@FoxNews,"NPR's Tom Ashbrook suspended amid 'creepy' misconduct allegations from men, women https://t.co/tkpcPkVMo4",12/11/17,-0.477,0.0,0.78,0.22
@FoxNews,"Conservative college students in Minnesota face insults, threats for political views https://t.co/oi0GTpfDhf",12/11/17,-0.681,0.0,0.641,0.359
@FoxNews,Britain's been wrong about its highest mountain for years https://t.co/AmnE0Zp4uQ,12/11/17,-0.477,0.0,0.744,0.256
@FoxNews,'Jaws' spotted? Massive great white shark sighted off Australian coast https://t.co/QvI8OM7O43,12/11/17,0.625,0.291,0.709,0.0
@FoxNews,ISIS Message Two Weeks Ago Warned About 'Christmas in New York' https://t.co/ieIj8EyAMg,12/11/17,-0.273,0.0,0.84,0.16
@FoxNews,".@AriFleischer: ""If [Roy Moore] wins, I think Republicans cannot unseat him, cannot throw him out... I don't think… https://t.co/iZk7lWDhYD",12/11/17,0.572,0.188,0.812,0.0
@FoxNews,.@BarackObama and @JoeBiden have recorded robocalls for Doug Jones https://t.co/tPiB6OUIzx,12/11/17,0.0,0.0,1.0,0.0
@FoxNews,Roy Moore's sexual assault allegations cloud Alabama special Senate election https://t.co/iSyEUozUt1,12/11/17,-0.273,0.174,0.581,0.245
@FoxNews,"Saudi Arabia to allow cinemas in 2018, first time in 35 years https://t.co/kijzlEnsqA",12/11/17,0.226,0.137,0.863,0.0
@FoxNews,"Bullied Tennessee boy receives celebrity gift offers from Chris Evans, Dana White and more after viral video https://t.co/VNzEfRV8uy",12/11/17,-0.296,0.126,0.696,0.178
@FoxNews,Boy battling brain tumor gets special tour of John Deere factory https://t.co/xAnfmZxT3i,12/11/17,-0.25,0.165,0.549,0.287
@FoxNews,OPINION: Should conservatives vote for Roy Moore? https://t.co/dRvra7230f,12/11/17,0.0,0.0,1.0,0.0
@FoxNews,Massachusetts man rescued as his car was sinking into frozen pond (via @travfed)  https://t.co/FDMJQqrYVd,12/11/17,0.421,0.177,0.823,0.0
@FoxNews,"Port Authority explosion sparks reactions from lawmakers, celebrities https://t.co/e7iJRKlJXv",12/11/17,0.077,0.14,0.86,0.0
@FoxNews,".@FreemanWSJ on tax reform: ""This is going to happen."" https://t.co/a8CQrsGHHB",12/11/17,0.0,0.0,1.0,0.0
@FoxNews,"Mario Batali accused of sexual misconduct, asked to step away from 'The Chew' https://t.co/YZ5TUWawfI",12/11/17,-0.296,0.0,0.855,0.145
@FoxNews,".@NYCMayor Bill de Blasio: ""This is the most resilient place on Earth. We've proven it time and time again.""… https://t.co/kaS2lhJMYD",12/11/17,0.0,0.0,1.0,0.0
@FoxNews,Port Authority explosion suspect: What we know about Akayed Ullah https://t.co/c2Z8ti4yY3,12/11/17,-0.226,0.104,0.72,0.176
@FoxNews,Netanyahu slams Turkey's Erdogan for claiming Israel is 'terrorist state' that 'kills children'… https://t.co/2xNsKuooJ7,12/11/17,-0.848,0.0,0.594,0.406
@FoxNews,New Evacuations Amid CA Wildfires https://t.co/rffPInFiei https://t.co/2KOuxt5kaB,12/11/17,0.0,0.0,1.0,0.0
@FoxNews,JUST IN: Democratic Senate candidate Doug Jones holds a 10-point lead over Republican Roy Moore among likely voters… https://t.co/NTZ2eS3CeX,12/11/17,0.0,0.0,1.0,0.0
@FoxNews,"UPDATE: New York City explosion suspect ID'd as Akayed Ullah, 27, officials say. ""This male was wearing an improvis… https://t.co/mBYjIOocij",12/11/17,-0.296,0.0,0.896,0.104
@FoxNews,"Breaking UPDATE: New York City bombing suspect ID'd as Akayed Ullah, 27, officials say. ""He had burns and wounds to… https://t.co/5fmB1sr1YI",12/11/17,-0.296,0.0,0.901,0.099
@FoxNews,"John Miller: ""The device is based on a pipe bomb. It was affixed to his person with a combination of Velcro and zip… https://t.co/0uX6jXS6Lu",12/11/17,-0.494,0.0,0.868,0.132
@FoxNews,".@NYPDONeill: ""We are New Yorkers, we don't live in fear."" https://t.co/ZUlCYV7RRU https://t.co/FrxQaJ7NBx",12/11/17,0.0,0.0,1.0,0.0
@FoxNews,".@NYCMayor: ""The first responders, responded brilliantly."" https://t.co/ZUlCYV7RRU https://t.co/T89DjqBHEx",12/11/17,0.0,0.0,1.0,0.0
@FoxNews,".@NYGovCuomo: ""The reality is we are a target by many who would like to make a statement against democracy, against… https://t.co/nhwWMRwMqn",12/11/17,0.361,0.122,0.878,0.0
@FoxNews,".@NYGovCuomo: ""There was an explosion... it was an effectively low-tech device. There were several injuries, we hop… https://t.co/iOk0vqlWDD",12/11/17,0.44,0.146,0.854,0.0
@FoxNews,".@NYPDONeill: ""Approximately 7:20 this morning we had a terror related incident, in the subway, in the passageway."" https://t.co/hL0uc5Ieit",12/11/17,-0.527,0.0,0.825,0.175
@FoxNews,"Breaking UPDATE: The person arrested after New York City explosion has non-life threatening injuries, The Associate… https://t.co/mVZw8Hv9JN",12/11/17,-0.758,0.0,0.698,0.302
@FoxNews,Awaiting Update on NYC Explosion https://t.co/ZUlCYV7RRU https://t.co/9aCy1IupdC,12/11/17,0.0,0.0,1.0,0.0
@FoxNews,".@GOPLeader: ""We all know the NYPD is one of the finest first responders there is."" https://t.co/ZUlCYV7RRU https://t.co/zh0ExZM5iz",12/11/17,0.0,0.0,1.0,0.0
@FoxNews,"Breaking UPDATE: Four people suffered minor injuries in New York City explosion, the FDNY said, though it's unclear… https://t.co/Rbd9Yug7P4",12/11/17,-0.494,0.0,0.849,0.151
@FoxNews,".@BuckSexton on the Port Authority Bus Terminal: ""This is a choke point for all of New York City... therefore it po… https://t.co/2za7f2VJME",12/11/17,-0.494,0.055,0.798,0.147
@FoxNews,Port Authority explosion: Injured suspect in custody https://t.co/MAZakhKDRw,12/11/17,-0.557,0.116,0.446,0.438
@FoxNews,".@RickLeventhal: ""Authorities are on scene. They think this was an isolated incident. There is at least one injury,… https://t.co/7CXVzZhZ8X",12/11/17,-0.318,0.0,0.887,0.113
@FoxNews,One person was in custody after an explosion near New York City’s Port Authority bus terminal during Monday morning… https://t.co/8DLUmvXjii,12/11/17,0.077,0.064,0.936,0.0
@FoxNews,The Port Authority Bus Terminal has been closed after an explosion during Monday morning’s rush hour… https://t.co/JwTqK0YcLm,12/11/17,0.077,0.075,0.925,0.0
@FoxNews,Mayor Bill de Blasio is on his way to scene after an explosion occurred near New York City's Port Authority bus ter… https://t.co/Y2c4H6MYu3,12/11/17,0.077,0.056,0.944,0.0
@FoxNews,One person in custody after an explosion near New York City’s Port Authority Bus Terminal during Monday morning’s r… https://t.co/RhafcZE6SZ,12/11/17,0.077,0.064,0.936,0.0
@FoxNews,PHOTO shows police responding to the scene after an explosion occurred near New York City's Port Authority bus term… https://t.co/C013gfrOOG,12/11/17,0.077,0.064,0.936,0.0
@FoxNews,.@POTUS has been briefed about explosion near New York City’s Port Authority bus terminal https://t.co/JZ9yaElemp,12/11/17,0.077,0.085,0.915,0.0
@FoxNews,One person is in custody after an explosion near New York City’s Port Authority https://t.co/ZUlCYV7RRU https://t.co/mFQN9FvGUq,12/11/17,0.077,0.08,0.92,0.0
@FoxNews,"Port Authority explosion leaves several injured, reports say https://t.co/ZUlCYV7RRU",12/11/17,-0.34,0.118,0.636,0.245
@FoxNews,JUST IN: New York City police responding to ‘reports of an explosion’ near Port Authority https://t.co/ZUlCYV7RRU,12/11/17,0.077,0.08,0.92,0.0
@FoxNews,".@SteveScalise on tax reform: ""Hopefully in the next few days we'll see the final framework, get a bill well before… https://t.co/JR3qd6eaGf",12/11/17,0.586,0.211,0.789,0.0
@FoxNews,"Southern California's Thomas Fire explodes in size, threatens new areas https://t.co/kksM4X2sTb",12/11/17,-0.612,0.0,0.643,0.357
@FoxNews,12 gift ideas for the holiday host or hostess https://t.co/nIAcuA4Wht,12/11/17,0.681,0.412,0.588,0.0
@FoxNews,Stuart Varney on bitcoin: “What you're buying essentially is a computer entry and the value of that computer entry… https://t.co/Mskl4c7qfW,12/11/17,0.34,0.118,0.882,0.0
@FoxNews,.@KellyannePolls on @foxandfriends: “The economy is absolutely booming. The stock market is up.” https://t.co/ZivWHERJRk,12/11/17,0.0,0.0,1.0,0.0
@FoxNews,.@KellyannePolls on @foxandfriends: “We respect the rights of voters in every state to decide who represents them i… https://t.co/YyFWqo2xmo,12/11/17,0.477,0.147,0.853,0.0
@FoxNews,RT @foxnewsradio: Happy Monday! The latest #FOXNewsRundown is ready for you. Listen &amp; subscribe on @iTunes. https://t.co/UrjQiXec33 https:/…,12/11/17,0.757,0.289,0.711,0.0
@FoxNews,".@RepMiaLove on @chelseahandler attacking @PressSec: ""She's absolutely objectifying women."" https://t.co/GQdIaZLPf5",12/11/17,-0.459,0.0,0.75,0.25
@FoxNews,Driver rescued from car quickly sinking into icy pond https://t.co/fnH3V0HdNb,12/11/17,0.421,0.237,0.763,0.0
@nytimes,The TV surprises and snubs from the Golden Globe nominations https://t.co/zI8epS2Y6N,12/12/17,-0.296,0.136,0.643,0.221
@nytimes,Scientists are gaining a more refined — and surprising — understanding of the effects of loneliness on health https://t.co/AvPfZoFb6F,12/12/17,0.332,0.246,0.62,0.134
@nytimes,RT @nytopinion: Alabama’s photo ID law is nothing but a naked attempt to suppress the voting rights of people of color https://t.co/3wrtfXD…,12/12/17,0.0,0.0,1.0,0.0
@nytimes,The gorgeous sapphires found in Canada’s Nunavut territory are made with a unique geological recipe https://t.co/FbGjqtUujP,12/12/17,0.612,0.222,0.778,0.0
@nytimes,"Gabriel Garcia Marquez's literary remains may be in Texas, but a new digital project makes his papers available to… https://t.co/cCmU3TyLzo",12/12/17,0.0,0.0,1.0,0.0
@nytimes,"Maybe you had no idea what the toy was, or why it was so special. But your child had to have it. Tell us the story. https://t.co/1RwnQ5KvdW",12/12/17,0.316,0.114,0.815,0.072
@nytimes,RT @kevinroose: New by me: The Alt-Right Created a Parallel Internet. It’s an Unholy Mess. https://t.co/BsDoGoJJjN,12/12/17,-0.128,0.114,0.743,0.143
@nytimes,Evening Briefing: Here's what you need to know at the end of the day https://t.co/4GCjKs8X7r,12/12/17,0.0,0.0,1.0,0.0
@nytimes,"Andrew gave his mother a reason to be happy. When he was 10, he was diagnosed with an aggressive form of cancer. Wa… https://t.co/5zmP5h1XXX",12/11/17,-0.318,0.125,0.673,0.202
@nytimes,U2 now has a No. 1 album in each of the last 4 decades https://t.co/QVIBQcWm6W,12/11/17,-0.296,0.0,0.833,0.167
@nytimes,"The New Yorker magazine fired Ryan Lizza, a high-profile political reporter, citing “improper sexual conduct” https://t.co/VdAlQseEFs",12/11/17,-0.557,0.0,0.795,0.205
@nytimes,"Amid a blur of TV ads and conflicting polls, Roy Moore and Doug Jones made their final appeals to voters in Alabama https://t.co/7NPj1HF4Sz",12/11/17,-0.402,0.0,0.886,0.114
@nytimes,RT @sherifink: It was sobering to check figures and find out that only a little over half of Puerto Rico's pre-storm power grid load has be…,12/11/17,-0.202,0.0,0.93,0.07
@nytimes,"Excited about ""The Crown""? Here's where to watch more movies and TV series about British history. https://t.co/bDlURur4jE",12/11/17,0.34,0.13,0.87,0.0
@nytimes,The 2018 Golden Globe nominations contained a slew of surprises and snubs https://t.co/ErpHROzZxf,12/11/17,-0.296,0.127,0.667,0.207
@nytimes,These are the best. And the crispiest. Make them. You’ll be so happy. https://t.co/ifrBcIeix1,12/11/17,0.873,0.427,0.573,0.0
@nytimes,"Breaking News: The New York bombing suspect told officials he was inspired by ISIS, and that he chose the subway be… https://t.co/toYDVuiQ7y",12/11/17,0.25,0.126,0.787,0.087
@nytimes,What role has free trade played in the world’s obesity epidemic? Mexico’s widening waistlines since Nafta may offer… https://t.co/CNcvhiQXc5,12/11/17,0.691,0.251,0.749,0.0
@nytimes,"""When scientists say bears are going extinct, I want people to realize what it looks like"" https://t.co/xnlHGM9kT1",12/11/17,0.421,0.213,0.787,0.0
@nytimes,Where the Port Authority subway explosion happened https://t.co/bzFIfrP0W4,12/11/17,0.077,0.157,0.843,0.0
@nytimes,We want to hear from parents whose children faced a serious illness. Please share your experiences if you can: https://t.co/RbJHOLFC26,12/11/17,0.202,0.244,0.588,0.168
@nytimes,"There were falls, special diets interrupted and medical treatments missed. One woman even mistakenly drank a poison. https://t.co/tMW4hQs4yH",12/11/17,-0.751,0.109,0.484,0.407
@nytimes,The MTA chairman says he expects NYC subway service to be fully operational by Monday’s evening rush https://t.co/vjfS6JsQbR,12/11/17,0.0,0.0,1.0,0.0
@nytimes,The 54 best songs of 2017 https://t.co/MsFz1QCkz3 https://t.co/5bBqvJB9xk,12/11/17,0.637,0.375,0.625,0.0
@nytimes,RT @arappeport: Treasury is getting panned for a one-page GOP tax plan analysis that relies on other policies &amp; amped up growth projections…,12/11/17,0.527,0.18,0.82,0.0
@nytimes,One NYT reader's reaction to a pipe bomb explosion in a New York City subway tunnel https://t.co/XiPTcREMpt https://t.co/29KJqnqEBx,12/11/17,-0.494,0.0,0.824,0.176
@nytimes,B-52s have once again been called into action in Afghanistan. @EricSchmittNYT flew in one for a 13-hour combat miss… https://t.co/yuwfu45nK9,12/11/17,-0.34,0.0,0.882,0.118
@nytimes,RT @nytopinion: The sponsors of the photo ID law were caught on tape devising a plan to depress the turnout of black voters https://t.co/Jh…,12/11/17,-0.494,0.0,0.873,0.127
@nytimes,"A deafening boom came from a man in a hooded sweatshirt, and then smoke. And then the commuters ran. https://t.co/q1PlVtXX5Z",12/11/17,-0.296,0.0,0.879,0.121
@nytimes,"The author of ""Cat Person"" says she always knew how the story would end, down to the last word https://t.co/TaHl0f0q95",12/11/17,0.0,0.0,1.0,0.0
@nytimes,The explosion in a New York City subway tunnel was recorded on surveillance video https://t.co/hOm8jNpJli,12/11/17,0.0,0.0,1.0,0.0
@nytimes,"The New York Times stands by our reporting, sourced from interviews with 60 advisers, associates, friends and membe… https://t.co/urJFBDb4N2",12/11/17,0.477,0.147,0.853,0.0
@nytimes,"The NYT reported that President Trump watches 4 to 8 hours of TV each day. 

Trump tweeted that this is ""wrong!"" https://t.co/Q7vKwh1LJf",12/11/17,0.0,0.0,1.0,0.0
@nytimes,EU leaders rejected Benjamin Netanyahu's request to recognize Jerusalem as Israel's capital https://t.co/hhtb86qwMF,12/11/17,-0.511,0.0,0.784,0.216
@nytimes,One former clerk said he called her into his office and showed her photos of naked people on his computer https://t.co/RTVD5Xj5BR,12/11/17,0.0,0.0,1.0,0.0
@nytimes,"The suspect had attached a pipe bomb to himself with a “combination of Velcro and zip ties,” NYPD commissioner says https://t.co/iI3youOiiW",12/11/17,-0.66,0.0,0.759,0.241
@nytimes,"The 1, 2, 3, A, C, E, N, Q, R and W lines bypassed the 42nd Street stops. The bus terminal was temporarily closed. https://t.co/72kQACbrMy",12/11/17,-0.153,0.0,0.932,0.068
@nytimes,RT @NYTScience: Most of us hear. But a few hear things they see -- even if there's no noise. Why? https://t.co/Wmr0maobsl https://t.co/PRzM…,12/11/17,-0.296,0.0,0.901,0.099
@nytimes,"La policía de Nueva York detiene a un sospechoso tras explosión en el metro en Manhattan https://t.co/3vivWw3bT9

R… https://t.co/Uv7NcGtReJ",12/11/17,0.0,0.0,1.0,0.0
@nytimes,"""This was an attempted terrorist attack. Thank god the perpetrator did not achieve his ultimate goals."" https://t.co/c1Zw7XecqI",12/11/17,-0.813,0.167,0.435,0.399
@nytimes,The 2018 Golden Globe nominations contained a slew of surprises and snubs https://t.co/Fj1SI2B4Rs,12/11/17,-0.296,0.127,0.667,0.207
@nytimes,NYT reporter @rcallimachi analyzes what authorities called an attempted terrorist attack in New York City https://t.co/MQseK60NHy,12/11/17,-0.832,0.0,0.642,0.358
@nytimes,Mario Batali is stepping away from his restaurants and “The Chew” after reports of alleged sexual misconduct https://t.co/IPGvTUIVjB,12/11/17,0.0,0.0,1.0,0.0
@nytimes,Where the Port Authority subway explosion happened https://t.co/V2ZQHRpBWk,12/11/17,0.077,0.157,0.843,0.0
@nytimes,"The Thomas Fire is threatening communities around Santa Barbara, California https://t.co/nIiuAI2vlq",12/11/17,-0.7,0.0,0.608,0.392
@nytimes,"Chris Evans invited Keaton Jones to next year's ""Avengers"" premiere. A Tennessee Titan offered him tickets to a gam… https://t.co/petAPhgEF7",12/11/17,0.0,0.0,1.0,0.0
@nytimes,A Fed rate increase is expected. But what comes next? https://t.co/wfsw0dFodg,12/11/17,0.318,0.204,0.796,0.0
@nytimes,The scene on 42nd Street near the Port Authority Bus Terminal on Monday morning in New York. Latest updates:… https://t.co/GkrFH0zux7,12/11/17,0.077,0.064,0.936,0.0
@nytimes,"RT @MichaelPaulson: En route to Broadway. But first, Edmonton. How a trek north by Orpheus and Eurydice illustrates one side effect of musi…",12/11/17,0.0,0.0,1.0,0.0
@nytimes,"The U.S., Japan and South Korea are teaming up for a drill to track submarine missile launchings by North Korea https://t.co/ocS1Q4wv9z",12/11/17,0.0,0.0,1.0,0.0
@nytimes,"NYC Mayor Bill de Blasio: ""Our lives revolve around the subway""
https://t.co/Db0Mg6e5b8 https://t.co/CZEm6t0T57",12/11/17,0.0,0.0,1.0,0.0
@nytimes,"First, allowing women to drive. Then concerts. Now Saudi Arabia will open commercial movie theaters. https://t.co/mgmvK4jAML",12/11/17,0.0,0.0,1.0,0.0
@nytimes,The explosion in a New York City subway tunnel was recorded on surveillance video https://t.co/xGcCPGHgBS,12/11/17,0.0,0.0,1.0,0.0
@nytimes,"Traditional sexual harassment trainings can backfire, but there are approaches that have been proven effective https://t.co/vyVGdsGCwl",12/11/17,0.44,0.203,0.686,0.11
@nytimes,Mayor Bill de Blasio called the subway station blast an attempted terrorist attack and said no other explosive devi… https://t.co/1BqpxKBnZE,12/11/17,-0.875,0.0,0.63,0.37
@nytimes,Morning Briefing: Here's what you need to know to start your day. https://t.co/uSx7wCpvBD,12/11/17,0.0,0.0,1.0,0.0
@nytimes,"Famous for its hostility to wealth and corporations, France is attempting a makeover to win post-Brexit jobs https://t.co/FqaNu6X6Ip",12/11/17,0.542,0.286,0.571,0.143
@nytimes,"RT @cliffordlevy: @realDonaldTrump @nytimes We at The New York Times stand by our reporting, sourced from interviews with 60 advisers, asso…",12/11/17,0.0,0.0,1.0,0.0
@nytimes,And the nominees for the 2018 Golden Globes are... https://t.co/5xKiLzf6MP,12/11/17,0.0,0.0,1.0,0.0
@nytimes,"Breaking News: The suspect in the New York subway blast had an explosive device strapped to him, a city official sa… https://t.co/7wDF34V0vZ",12/11/17,-0.296,0.0,0.901,0.099
@nytimes,A frustrating truth about American health care is that half or more of prescribed medication is never taken https://t.co/zpPtMEax7p,12/11/17,0.382,0.235,0.641,0.124
@nytimes,"The real fight in Russia is not the 2018 presidential election, it's what comes after Vladimir Putin in 2024 https://t.co/CIBzkZgnsr",12/11/17,-0.382,0.0,0.88,0.12
@nytimes,An explosion near Times Square has forced the evacuation of a major transit hub. A suspect is in custody; he was th… https://t.co/FoBbQBrHjS,12/11/17,-0.637,0.0,0.785,0.215
@nytimes,"""It happens all the time: The wife outfishes the husband, and it drives the husband nuts"" https://t.co/RwtkDyKsiN",12/11/17,-0.318,0.0,0.874,0.126
@nytimes,Morning Briefing: Here's what you need to know to start your day. https://t.co/jU0m43TJ0o,12/11/17,0.0,0.0,1.0,0.0
@nytimes,Police evacuated one of New York's busiest transit hubs after reports of an explosion at 42nd Street and 8th Avenue https://t.co/HRdccEm2LR,12/11/17,0.0,0.0,1.0,0.0
@nytimes,Police in New York Respond to Report of Explosion https://t.co/LAc4uk3r23,12/11/17,0.0,0.0,1.0,0.0
@nytimes,"Ahead of Tuesday’s election in Alabama, Democrats are deploying a multimillion-dollar get-out-the-vote operation https://t.co/BbgR33hlPz",12/11/17,0.0,0.0,1.0,0.0
@nytimes,"Most workplace sexual harassment training is devised to reduce companies' potential legal liability, not to prevent… https://t.co/UpV5OaKQ80",12/11/17,-0.62,0.071,0.665,0.264
@nytimes,Morning Briefing: Here's what you need to know to start your day. https://t.co/REn1506voc,12/11/17,0.0,0.0,1.0,0.0
@nytimes,Colin Kaepernick vs. the NFL: What you need to know about his collusion case https://t.co/E6Jo39GfT3,12/11/17,0.0,0.0,1.0,0.0
@nytimes,"Food, drink, friends, good conversation — a dinner party is timeless. Here's how to throw your best one yet. https://t.co/l0iSHBDiZ2",12/11/17,0.917,0.48,0.52,0.0
@nytimes,Editorial: Opening Up New York’s Public Records https://t.co/5zgXfaB30S,12/11/17,0.0,0.0,1.0,0.0
@nytimes,“The whole game has shifted.” New York and its suburbs are pondering the financial hit to the region from the Repub… https://t.co/rvC3iLSpzg,12/11/17,0.0,0.0,1.0,0.0
@nytimes,"How Much for That Tree? $35 in Harlem, or $135 in SoHo https://t.co/uOAduU3mtP",12/11/17,0.0,0.0,1.0,0.0
@nytimes,"Review: ‘Brooklyn Nutcracker’ Is Simply, Imperfectly Charming https://t.co/OpPFsaUm9M",12/11/17,0.586,0.352,0.648,0.0
@nytimes,Some consumers are finding they can get a better deal on prescription drugs by leaving their insurance cards at home https://t.co/OMQJsLgsln,12/11/17,0.44,0.132,0.868,0.0
@nytimes,Confused by all the news about Russia and the 2016 U.S. presidential election? We are here to help. https://t.co/ucaGhEBfQG,12/11/17,0.103,0.123,0.773,0.105
@nytimes,Take a Number: Two Hidden Cancer Causes: Diabetes and Obesity https://t.co/ywgoXhSJMV,12/11/17,-0.625,0.095,0.584,0.321
@nytimes,"""I want to leave here and live outside with my mother."" An 11-year-old Afghan girl has spent her entire life behind… https://t.co/3dhj5PvlLU",12/11/17,0.026,0.058,0.889,0.053
@nytimes,"RT @nytimesworld: For three years, ISIS ruled Iraq's second-largest city. The battle to drive out the militants left much of Mosul in ruins…",12/11/17,-0.382,0.0,0.894,0.106
@nytimes,RT @NYTFashion: Inside the luxurious living space of Jenna Lyons https://t.co/e5ZDNRMg0m,12/11/17,0.0,0.0,1.0,0.0
@nytimes,He lives in New York. She lives in Sudan. He watched his own wedding celebration through a fuzzy WhatsApp connectio… https://t.co/CHg7oJQFCV,12/11/17,0.0,0.0,1.0,0.0
@nytimes,RT @KirkSemple: A story about the particular challenges for older Venezuelans who are planning to emigrate or have already moved abroad. Wi…,12/11/17,0.077,0.061,0.939,0.0
@nytimes,"RT @NYTmag: Great Performers: In one take, @NicoleKidman switches from frustration to possession to orgasmic experience. https://t.co/wDHRQ…",12/11/17,0.25,0.185,0.676,0.14
@nytimes,RT @NYTmag: Got a race coming up? This trick may help you shave some seconds off — and look photogenic while doing it. https://t.co/E5WiutW…,12/11/17,0.361,0.113,0.837,0.05
@nytimes,"Stretched over a few nights or a weekend, making a gingerbread house is a festive effort — especially with a group… https://t.co/kQMZcQKIe0",12/11/17,0.459,0.167,0.833,0.0
@nytimes,How to Clean Up Your Holiday Messes https://t.co/WjfJ2xz15s,12/11/17,0.66,0.474,0.526,0.0
@nytimes,David Lang’s “symphony for a broken orchestra” makes music from 400 damaged public school instruments https://t.co/Y4P3mwaEQz,12/11/17,-0.718,0.0,0.684,0.316
@nytimes,"RT @nytimesworld: Two Afghan women say they quit Zan TV, Kabul's new ""all women"" station, over sex abuse. Its male owner denies that. https…",12/11/17,-0.791,0.0,0.759,0.241
@nytimes,Op-Ed Contributor: Stop the Manipulation of Democracy Online https://t.co/m1zlbhKyOX,12/11/17,-0.527,0.0,0.614,0.386
@nytimes,"RT @NYTSports: Via @RorySmith: Pep Guardiola got the last word at Old Trafford today: ‘We won,’ he said, ‘because we were better.’ https://…",12/11/17,0.0,0.0,1.0,0.0
@nytimes,RT @NYTHealth: What we learned in 2017 https://t.co/ygJD2rX37T,12/11/17,0.0,0.0,1.0,0.0
@nytimes,"RT @NYTHealth: Despite the progress we’ve made, a doctor with a disability is still an extremely rare sight https://t.co/Y1mZkNS2Dq",12/11/17,0.421,0.149,0.851,0.0
@nytimes,"Some 24 million ""smart speakers"" are expected to sell this year. But how comfortable are we with these machines? https://t.co/VlGqtp18uR",12/11/17,0.718,0.25,0.75,0.0
@nytimes,"RT @nytimesworld: The 9-month battle to drive ISIS out of Iraq's second-largest city left much of it in ruins. Now, Mosul residents are pul…",12/11/17,-0.67,0.0,0.8,0.2
@nytimes,North Korean Submarine Missile Threat Prompts U.S.-Led Military Drills https://t.co/pvxa7YQ84D,12/11/17,-0.527,0.0,0.726,0.274
